,이름,행정동,점수,별점,좋아요
1871, 소호정 충정로점,중림동,38,3.2,14
1872, 원당감자탕 서울로점,중림동,38,5.0,0
1873, 우진갈비 충정로역,중림동,38,3.8,2
1874, 손큰할매순대국 충정로역점,중림동,37,5.0,2
1875, 중림공장PUB 충정로,중림동,37,4.0,5
1876, 아재커피 충정로점,중림동,37,5.0,0
1877, 커피방앗간 충정로,중림동,37,4.0,7
1878, 꼬모레 중림점,중림동,36,4.0,1
1879, 비진도 해물뚝배기 충정로직영점,중림동,36,0.0,24
1880, 중림동 물고기 서울역,중림동,35,3.0,1
1881, 이조식당 서울역,중림동,35,0.0,3
1882, 삼곱식당 충정로역점,중림동,35,5.0,0
1883, 명동칼국수 중림동점,중림동,35,4.0,2
1884, 리즈너블한식당 서울역,중림동,35,0.0,10
1885, 해구 제철소 충정로,중림동,34,4.0,0
1886, 적사부 충정로,중림동,34,4.0,1
1887, 풀그라운드 서울역,중림동,34,5.0,6
1888, 갈비정 충정로역,중림동,34,0.0,1
1889, 파절이삼겹살 충정로,중림동,34,0.0,9
1890, 중림 양갈비양꼬치 서울중구,중림동,34,4.0,0
1891, 아크바 충정로,중림동,33,3.0,1
1892, 수지식당 충정로,중림동,33,0.0,1
1893, 생활맥주 충정로,중림동,33,5.0,9
1894, 옛날장터국밥 서울역,중림동,33,3.0,0
1895, 중림동기내식 서울역,중림동,33,4.0,0
1896, 포로이 서울중구,중림동,33,3.0,2
1897, 신기소 충정로점,중림동,33,3.0,0
1898, 커피빌라 서울역,중림동,33,3.0,1
1899, 버들이야기 충정로,중림동,33,0.0,1
1900, 본죽&비빔밥 cafe 충정로 브라운스톤점,중림동,32,0.0,1
1901, 깐부치킨 충정로역,중림동,32,0.0,2
1902, 도쿄쌀롱 충정로,중림동,32,3.0,0
1903, 두메산골 서울역,중림동,31,3.0,0
1904, 아삼육 충정로,중림동,31,0.0,1
1905, 곱창이야기 충정로점,중림동,31,0.0,1
1906, 해피해피 브레드 서울역,중림동,31,3.0,0
1907, 이조칼국수 서울역,중림동,31,0.0,1
1908, 스시현 충정로,중림동,31,0.0,1
1909, 다온참치 충정로,중림동,31,0.0,0
1910, 중림집 충정로,중림동,31,0.0,0
1911, 구룡식당 충정로역,중림동,31,0.0,0
1912, 영덕물회막회 서울역,중림동,31,0.0,0
1913, 예신라삼계탕 서소문점,중림동,31,0.0,0
1914, 오마이치킨 중림점,중림동,31,0.0,0
1915, 제주마을하도리 충정로,중림동,31,0.0,0
1916, 오봉도시락 충정로점,중림동,31,0.0,0
1917, 가나의잔치 서울중구,중림동,31,0.0,0
1918, 무봉리토종순대국 충정로점,중림동,31,0.0,0
1919, 명동칼국수보쌈 충정로,중림동,31,0.0,0
1920, 백곱식당 충정로역점,중림동,31,0.0,0
1921, 치킨마루 충정로점,중림동,31,0.0,0
1922, 예송숯불구이 서울중구,중림동,31,0.0,0
1923, 이디야커피 충정로역점,중림동,31,4.0,0
1924, 카페일므디 충정로역,중림동,31,0.0,0
1925, 피자에땅 서대문점,중림동,15,0.0,0
1926, 파리바게뜨 충정로역점,중림동,15,0.0,0
1927, 아바이왕순대 중구,중림동,15,0.0,0
1928, 할리스 충정래미안점,중림동,15,0.0,0
1929, 콩나물떡라면 서울역,중림동,15,0.0,0
1930, 소금구이갈매기살 서울역,중림동,15,0.0,0
1931, 오공일 충정로,중림동,15,0.0,0
1932, 금별맥주 충정로역점,중림동,15,0.0,0
1933, 옛날남원식당 서울중구,중림동,15,0.0,0
1934, 말근 나주곰탕 충정로,중림동,15,0.0,0
1935, 투썸플레이스 충정로센트럴플레이스점,중림동,15,0.0,0
1936, 바르다김선생 중림서울로점,중림동,15,0.0,0
1937, 김영희아구찜&코다리냉면 충정로,중림동,15,0.0,0
1938, 김가네김밥 충정로역점 충정로,중림동,15,0.0,0
1939, 보니케이크 중구,중림동,15,0.0,0
1940, 카페 투샷 서울중구,중림동,15,0.0,0
1941, 횟집역 null,중림동,15,0.0,0
1942, 다우리 서울중구,중림동,15,0.0,0
1943, 대독장 충정로점,중림동,15,0.0,0
1944, 루이비스웨딩부페 충정로,중림동,15,0.0,0
1945, 라면치레 충정로역,중림동,15,0.0,0
1946, 해미수산 충정로점,중림동,15,0.0,0
1947,금돼지식당 약수역,신당동,84,4.3,385
1948,리사르 커피 약수,신당동,71,4.6,47
1949,브레라 버티고개역,신당동,63,3.9,84
1950,춘천막국수 약수동,신당동,63,4.6,20
1951,백송 신당동,신당동,62,4.8,24
1952,만포막국수 약수역,신당동,61,4.0,137
1953,약수순대국 신당동,신당동,61,4.1,114
1954,마복림 떡볶이 신당동,신당동,60,3.5,213
1955,진미떡볶이 신당동,신당동,60,4.5,66
1956, 가나안 뼈해장탕 약수역,신당동,59,4.5,22
1957, 재구네 닭발 신당동,신당동,59,4.1,49
1958, 오프셋커피 약수역,신당동,58,4.4,11
1959, 스담 청구역,신당동,57,4.9,28
1960, 고등어소반 약수역,신당동,57,4.2,19
1961, 은화계 신당점,신당동,57,4.2,32
1962, 우정 신당동,신당동,57,4.2,128
1963, 온센 신당점,신당동,56,4.3,15
1964, 문화식당 신당,신당동,55,4.4,9
1965, 스타벅스 약수역,신당동,55,4.6,3
1966, 소담촌 약수점,신당동,55,4.5,6
1967, 원조짜장떡볶이 신당동,신당동,54,4.3,21
1968, CEEK 약수,신당동,54,4.8,9
1969, 진남포면옥 약수역,신당동,53,3.8,109
1970, 까르보네 신당,신당동,53,4.7,3
1971, 오버트 신당동,신당동,52,4.3,3
1972, 호박식당 약수,신당동,52,3.9,71
1973, 시미베 신당,신당동,52,5.0,1
1974, 더설 약수역점,신당동,52,4.7,6
1975, 아이러브 신당동 신당동,신당동,51,3.4,86
1976, 원조 남원닭발 본점,신당동,51,4.6,34
1977, 전주순대국 청구역,신당동,50,4.3,12
1978, 커피그래 약수역,신당동,50,4.1,4
1979, 춘향미엔 신당점,신당동,50,4.2,7
1980, 배스킨라빈스 약수역,신당동,50,4.6,1
1981, 우육미 신당동,신당동,50,4.5,9
1982, 피어커피 광희문,신당동,50,4.1,2
1983, 종점떡볶이 신당동떡볶이타운,신당동,50,4.7,13
1984, 느티나무설렁탕 동대문,신당동,49,4.0,92
1985, 카페 드 페소니아 ddp,신당동,49,4.0,8
1986, 조옥당 신당동,신당동,49,4.4,5
1987, 참맛감자탕 약수역,신당동,49,3.7,3
1988, 약수회관 서울중구,신당동,49,4.5,6
1989, 짬뽕이집 신당점,신당동,49,5.0,0
1990, 소크 신당역,신당동,49,4.4,1
1991, 시골청국장 신당동,신당동,49,4.3,8
1992, 정육다루다 신당본점,신당동,49,4.6,13
1993, 손수타 약수역,신당동,48,4.0,15
1994, 투썸플레이스 약수역점,신당동,48,4.5,2
1995, 장충순대국 청구역,신당동,48,4.7,2
1996, 파파존스 약수,신당동,48,4.3,2
1997, 영남 순대국 신당동,신당동,48,4.4,8
1998, D CAFE 동대문,신당동,48,5.0,5
1999, 펄시커피 신당동,신당동,48,4.8,3
2000, 홍두깨손칼국수 약수역,신당동,48,4.5,14
2001, 호두까기호두과자 약수역,신당동,48,5.0,1
2002, 중앙갈비 동대문,신당동,48,5.0,3
2003, 긴난 신당동,신당동,47,4.2,5
2004, 129 라멘하우스 약수역,신당동,47,4.4,5
2005, 맛있는집 신당역,신당동,47,4.4,1
2006, 리프커피 약수역,신당동,47,4.3,1
2007, 태태삼겹 신당동,신당동,47,4.3,5
2008, 써브웨이 신당역,신당동,47,4.5,2
2009, 토리아에즈 약수,신당동,47,4.2,22
2010, 두리맛감자탕 신당역,신당동,47,4.2,2
2011, 맛있는하루하루 신당역,신당동,46,5.0,0
2012, 바오쯔 신당동,신당동,46,3.7,81
2013, 펠롱 약수역,신당동,46,5.0,0
2014, 금자식당 신당역,신당동,46,4.1,0
2015, 진빼이 신당동,신당동,46,3.8,1
2016, 신당동 천팥죽 신당동,신당동,46,4.5,23
2017, 램램양갈비전문점 약수역,신당동,46,5.0,0
2018, 키라키라윤 본점,신당동,46,5.0,4
2019, 소동천 신당동,신당동,46,4.1,1
2020, 파티오 알토 약수역,신당동,46,4.6,19
2021, 루외루 동대문,신당동,46,5.0,1
2022, 오챠드1974 신당동,신당동,46,4.5,53
2023, 개성순대국 약수동,신당동,45,4.5,0
2024, 곱창명가 약수역,신당동,45,4.4,2
2025, 파오리 약수역,신당동,45,4.4,0
2026, 반딧불오징어 신당동,신당동,45,3.6,6
2027, 이북집 찹쌀순대 신당동,신당동,45,4.2,9
2028, 이시이 약수역,신당동,45,4.4,1
2029, 컴포즈커피 약수더시티점,신당동,45,5.0,1
2030, 스타동 약수점,신당동,45,4.0,14
2031, 무학 신당동,신당동,45,4.2,4
2032, 그릴1492 본점,신당동,45,3.9,54
2033, 빵굼터 약수역,신당동,44,3.8,25
2034, 마복림할머니 막내아들네 신당동,신당동,44,4.4,2
2035, 본스테이크 서울중구,신당동,44,4.5,0
2036, 행복한집 약수역,신당동,44,5.0,0
2037, 언더오챠드 신당,신당동,44,4.7,3
2038, 야래향양꼬치 신당동,신당동,44,5.0,0
2039, 하이디하우스 약수역,신당동,44,4.5,5
2040, 엘 까페씨또 바 약수역,신당동,44,5.0,1
2041, 아이엠 신당동,신당동,44,5.0,1
2042, 그라운드125 약수역,신당동,44,4.6,5
2043, 이화원 신당동,신당동,44,4.4,5
2044, 삼삼이네 신당,신당동,44,4.6,3
2045, 사평커피 약수역,신당동,44,5.0,0
2046,. 다산포차 약수역,신당동,44,5.0,0
2047,왕숙천전주콩나물국밥 남양주,다산동,58,4.9,10
2048,레몬그라스 타이 다산,다산동,57,4.5,8
2049,텍사스 로드하우스 현대프리미엄아울렛 스페이스원점,다산동,57,4.2,17
2050,골목안채 다산,다산동,56,4.0,230
2051,구루몽 다산,다산동,55,4.3,62
2052,왕재봉흑돼지 남양주,다산동,55,4.8,12
2053,홍미단 현대프리미엄아울렛 스페이스원점,다산동,54,4.6,3
2054,분식당 다산,다산동,53,4.7,2
2055,폴바셋 현대 프리미엄아울렛 남양주점,다산동,52,4.0,4
2056, 인어교주해적섬 FISH MARKET & LOUNGE,다산동,52,4.6,3
2057, 애즈라이크 다산,다산동,50,4.4,3
2058, 우미당 남양주,다산동,49,5.0,3
2059, 성북동면옥집 현대프라미엄아울렛 남양주점,다산동,49,4.2,2
2060, 백미당 현대프리미엄아울렛스페이스원점,다산동,49,4.5,0
2061, 타논55 남양주다산점,다산동,48,4.0,1
2062, 미미고 다산신도시점,다산동,48,4.5,2
2063, 방이옥 다산,다산동,48,5.0,3
2064, 테르타스 다산신도시,다산동,48,4.0,6
2065, 오라잇피자 다산중앙공원점,다산동,47,4.7,0
2066, 스시드림 다산,다산동,47,5.0,0
2067, 처가집 약수역,다산동,47,3.9,59
2068, 우디가 다산,다산동,47,4.1,7
2069, 복호두 다산점,다산동,47,4.0,0
2070, 섬마을 다산,다산동,47,5.0,1
2071, 최고집칼국수 남양주,다산동,46,4.3,16
2072, 스너그 다산신도시,다산동,46,3.6,2
2073, 사랑방칼국수 약수역,다산동,46,4.1,26
2074, 스시노히 다산,다산동,46,4.6,1
2075, 신의주 순대와쭈꾸미 다산점,다산동,45,4.3,1
2076, 육첩반상 현대프리미엄아울렛스페이스원,다산동,45,4.4,2
2077, 미꽃삼겹 다산본점,다산동,45,5.0,3
2078, 도도야 다산직영점,다산동,45,4.5,1
2079, 탕화쿵푸 다산점,다산동,45,4.0,0
2080, 강남면옥 남양주,다산동,45,4.3,0
2081, 착륙 다산,다산동,44,4.7,0
2082, h50 다산신도시,다산동,44,5.0,2
2083, 아웃백스테이크하우스 남양주현대아울렛점,다산동,44,4.1,0
2084, 스타벅스 다산지금점,다산동,44,5.0,2
2085, 101번지남산돈까스 현대프리미엄아울렛 다산점,다산동,43,4.0,0
2086, 경복궁개성손만두 다산점,다산동,43,5.0,2
2087, 폴리안 다산,다산동,43,5.0,1
2088, 다이닝타일드 다산,다산동,43,4.8,1
2089, 잊지마라탕 다산,다산동,43,5.0,1
2090, 재커스테이블 다산,다산동,43,5.0,0
2091, 롤링파스타 다산진건점,다산동,43,4.4,2
2092, 밤부 베이커리&브루잉 남양주,다산동,43,4.0,2
2093, 유미카츠 다산신도시점,다산동,43,3.7,0
2094, 투썸플레이스 다산신도시점,다산동,43,4.4,0
2095, 수유리우동집 다산점,다산동,42,4.0,1
2096, 뚝밥집&행복예감 다산,다산동,42,5.0,0
2097, 준수한김밥 다산신도시,다산동,42,5.0,1
2098, 성북동빵공장 현대프리미엄아울렛,다산동,42,4.1,3
2099, 계백집 현대프리미엄아울렛 스페이스원점,다산동,42,4.5,0
2100, 라무진 다산역점,다산동,42,4.6,2
2101, 행포차 다산,다산동,42,4.0,1
2102, 화포식당 다산신도시점,다산동,42,4.4,1
2103, 스시노칸도 다산점,다산동,42,4.0,3
2104, 노브랜드버거 남양주다산점,다산동,42,5.0,0
2105, 킨더라운지 다산신도시,다산동,42,5.0,0
2106, 어화덕 다산,다산동,42,4.4,5
2107, 메가커피 다산중앙점,다산동,42,4.2,0
2108, 서반아상회 다산,다산동,42,4.6,1
2109, 김종구부산어묵 다산점,다산동,41,4.5,0
2110, 철길부산집 다산역점,다산동,41,5.0,1
2111, 라키 다산점,다산동,41,4.5,2
2112, 전설의짬뽕 도농점,다산동,41,5.0,2
2113, 타르타르 다산신도시점,다산동,41,4.5,0
2114, 이디야 남양주도농빙그레점,다산동,41,5.0,3
2115, 크라상점 다산신도시점,다산동,41,4.0,1
2116, 사계의오후 다산신도시,다산동,41,5.0,1
2117, 도넛킬러 남양주점,다산동,41,5.0,0
2118, 플레어비 현대프리미엄아울렛 스페이스원점,다산동,41,5.0,0
2119, 홍종흔베이커리 다산,다산동,41,4.7,0
2120, 봉추찜닭 다산역점,다산동,41,5.0,1
2121, 콘타이 현대프리미엄아울렛 스페이스원점,다산동,41,3.8,0
2122, 강남스시 다산신도시,다산동,41,5.0,0
2123, 포식 다산법원점,다산동,41,5.0,0
2124, 다산옛날짜장수타면 다산신도시,다산동,40,5.0,1
2125, 소문난 백반 남양주,다산동,40,5.0,2
2126, 이태원더버거 현대프리미엄아울렛 스페이스원,다산동,40,4.0,0
2127, 장단콩 콩비지 청국장 다산,다산동,40,4.0,0
2128, 앙금당 다산,다산동,40,5.0,0
2129, 조춘식동태탕명태회냉면 남양주,다산동,40,4.7,3
2130, 선데이투세러데이 다산,다산동,40,5.0,0
2131, 칸지고고 다산점,다산동,40,4.5,0
2132, 달무리 null,다산동,40,5.0,1
2133, 와플대학 다산신도시캠퍼스,다산동,40,4.0,0
2134, 홍프로물갈비 다산,다산동,40,5.0,1
2135, 월화식당 다산신도시점,다산동,40,5.0,0
2136, 쥬씨 차얌 다산신도시점,다산동,40,4.0,0
2137, 카페 37.5 다산지금점,다산동,40,5.0,0
2138, 피자스쿨 다산센트럴파크점,다산동,40,4.0,0
2139, 우판 다산,다산동,40,5.0,0
2140, 올니드커피 로스터스 다산,다산동,40,4.0,0
2141, 화연 다산,다산동,40,5.0,1
2142, 하오마라 다산점,다산동,40,5.0,0
2143, 본가스시 현대프리미엄아울렛 스페이스원점,다산동,40,4.5,0
2144, 도야족발 다산신도시점,다산동,40,4.0,0
2145, 신의주순대와쭈꾸미 다산지금점,다산동,39,5.0,1
2146,. 블랙오래 다산점,다산동,39,5.0,0
2147,금돼지식당 약수역,약수동,84,4.3,385
2148,리사르 커피 약수,약수동,71,4.6,47
2149,춘천막국수 약수동,약수동,63,4.6,20
2150,만포막국수 약수역,약수동,61,4.0,137
2151,약수순대국 신당동,약수동,61,4.1,114
2152,가나안 뼈해장탕 약수역,약수동,59,4.5,22
2153,오프셋커피 약수역,약수동,58,4.4,11
2154,고등어소반 약수역,약수동,57,4.2,19
2155,스타벅스 약수역,약수동,55,4.6,3
2156, 소담촌 약수점,약수동,55,4.5,6
2157, 진남포면옥 약수역,약수동,53,3.8,109
2158, 오버트 신당동,약수동,52,4.3,3
2159, 호박식당 약수,약수동,52,3.9,71
2160, 더설 약수역점,약수동,52,4.7,6
2161, 커피그래 약수역,약수동,50,4.1,4
2162, 배스킨라빈스 약수역,약수동,50,4.6,1
2163, 조옥당 신당동,약수동,49,4.4,5
2164, 참맛감자탕 약수역,약수동,49,3.7,3
2165, 약수회관 서울중구,약수동,49,4.5,6
2166, 손수타 약수역,약수동,48,4.0,15
2167, 투썸플레이스 약수역점,약수동,48,4.5,2
2168, 파파존스 약수,약수동,48,4.3,2
2169, 홍두깨손칼국수 약수역,약수동,48,4.5,14
2170, 호두까기호두과자 약수역,약수동,48,5.0,1
2171, 해남순대국 약수역,약수동,48,4.7,5
2172, 129 라멘하우스 약수역,약수동,47,4.4,5
2173, 리프커피 약수역,약수동,47,4.3,1
2174, 토리아에즈 약수,약수동,47,4.2,22
2175, 펠롱 약수역,약수동,46,5.0,0
2176, 램램양갈비전문점 약수역,약수동,46,5.0,0
2177, 파티오 알토 약수역,약수동,46,4.6,19
2178, 사랑방칼국수 약수역,약수동,46,4.1,26
2179, 개성순대국 약수동,약수동,45,4.5,0
2180, 곱창명가 약수역,약수동,45,4.4,2
2181, 파오리 약수역,약수동,45,4.4,0
2182, 이시이 약수역,약수동,45,4.4,1
2183, 컴포즈커피 약수더시티점,약수동,45,5.0,1
2184, 스타동 약수점,약수동,45,4.0,14
2185, 빵굼터 약수역,약수동,44,3.8,25
2186, 하이디하우스 약수역,약수동,44,4.5,5
2187, 그라운드125 약수역,약수동,44,4.6,5
2188, 사평커피 약수역,약수동,44,5.0,0
2189, 다산포차 약수역,약수동,44,5.0,0
2190, 킴스테리야끼 약수역,약수동,43,3.5,3
2191, 봉평웰빙메밀막국수 약수역,약수동,43,4.0,4
2192, 우리할매떡볶이 약수역점,약수동,43,5.0,1
2193, 약수참숯불닭갈비 약수역,약수동,43,4.5,0
2194, 오케이치킨 약수점,약수동,43,5.0,4
2195, 약수동해물텀벙 약수역,약수동,43,5.0,15
2196, 다모아풍년집 약수,약수동,42,5.0,0
2197, 장어세상 약수역,약수동,42,4.9,0
2198, 이도횟집 약수역,약수동,42,5.0,1
2199, 마포우사미 약수역,약수동,42,3.6,1
2200, 망원동티라미수 약수점,약수동,41,4.5,0
2201, 효천횟집 약수역,약수동,41,4.5,2
2202, 도미노피자 신당,약수동,41,5.0,1
2203, 양푼이동태탕 약수역,약수동,41,4.0,0
2204, 은하수포차 약수역,약수동,41,5.0,0
2205, 홍콩반점0410 약수역점,약수동,41,4.2,0
2206, 약수떡볶이 약수역,약수동,41,4.5,1
2207, 오픈양대창 약수역,약수동,41,4.0,0
2208, 커피공장 약수역,약수동,40,4.0,0
2209, 슬기분식 약수역,약수동,40,4.6,6
2210, 함흥냉면 신당동,약수동,40,3.3,2
2211, 머거보까 약수역,약수동,40,3.1,48
2212, 우리집국수집 약수역,약수동,39,5.0,0
2213, 씨디티 약수역,약수동,39,3.7,1
2214, 이디야커피 약수역,약수동,39,3.5,1
2215, 단초밥 신당동,약수동,39,4.0,0
2216, 던킨 약수역점,약수동,39,4.0,1
2217, 태백산맥 약수역,약수동,39,4.0,2
